Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a,TickerYahoo
CTWR3,100.0,9.76,56.77,0.317,"0,00%",1.141,3.79,-10.64,-142.17,-8.91,-8.91,"-2,98%","3,25%",1.45,"-21,86%","581,91%",0.0,879000.0,5.52,"4,94%",CTWR3.SA
KROT4,5.12,9.77,0.77,1.478,"0,00%",0.397,7.37,4.63,-1.63,7.26,5.44,"31,91%","16,76%",1.38,"9,55%","7,90%",0.0,12444500000.0,0.55,"8,79%",KROT4.SA
BMIN4,16.8,9.77,0.58,0.0,"8,33%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","5,94%",722.48,139754000.0,0.0,"17,38%",BMIN4.SA
OFSA3,22.4,9.78,1.9,1.167,"13,21%",0.953,2.56,7.02,8.48,8.18,6.72,"16,61%","11,92%",2.56,"17,61%","19,44%",116184.0,635559000.0,0.55,"5,83%",OFSA3.SA
VIVO4,71.8,9.81,2.93,1.491,"0,00%",1.282,-31.87,6.78,-5.17,7.22,7.22,"22,01%","15,20%",0.89,"23,92%","29,88%",0.0,9816290000.0,0.35,"13,06%",VIVO4.SA
MULT3,25.09,9.84,2.24,5.055,"4,48%",1.02,20.14,7.02,-2.75,9.33,8.66,"71,98%","51,36%",1.41,"16,53%","22,76%",91793900.0,5746470000.0,0.95,"24,57%",MULT3.SA
TASA4,5.43,9.92,0.6,0.481,"3,39%",0.298,1.26,7.27,3.9,12.42,8.61,"6,62%","4,85%",1.7,"4,71%","6,01%",1896480.0,1268180000.0,0.59,"-9,37%",TASA4.SA
TCSL4,7.82,9.95,0.83,1.105,"0,00%",0.475,8.93,5.69,-2.2,5.61,2.18,"19,44%","11,11%",1.34,"9,67%","8,33%",0.0,22847800000.0,0.14,"2,29%",TCSL4.SA
ELET6,42.21,10.05,0.8,2.327,"4,58%",0.346,3.02,6.91,-0.95,9.77,7.57,"33,65%","23,15%",2.29,"5,66%","7,98%",48109000.0,121494000000.0,0.58,"6,12%",ELET6.SA
EGIE3,41.6,10.09,2.81,2.92,"5,59%",0.643,17.89,5.92,-1.1,9.45,7.88,"49,34%","29,64%",1.27,"12,39%","27,84%",66541500.0,12083000000.0,2.14,"-3,72%",EGIE3.SA
LPSB3,1.42,10.13,0.9,1.033,"5,13%",0.507,4.64,5.43,-3.58,3.44,2.28,"19,01%","16,40%",1.56,"11,68%","8,90%",159665.0,232403000.0,0.0,"-0,35%",LPSB3.SA
CPLE11,50.12,10.16,1.14,1.293,"0,00%",0.496,5.68,7.2,-1.67,10.27,7.6,"17,96%","12,67%",1.48,"8,01%","11,20%",0.0,26272200000.0,0.72,"2,06%",CPLE11.SA
ARML3,3.82,10.16,1.05,0.728,"3,75%",0.289,1.62,2.75,-0.71,6.38,4.41,"26,49%","7,16%",2.42,"13,80%","10,31%",8001820.0,1263400000.0,1.96,"49,31%",ARML3.SA
VITT3,4.94,10.2,1.18,0.925,"6,26%",0.753,1.91,8.81,2.8,11.78,9.31,"10,50%","9,04%",2.67,"8,91%","11,59%",1126820.0,628625000.0,0.43,"5,54%",VITT3.SA
ENAT3,21.64,10.21,1.28,2.588,"0,00%",0.452,1.3,29.02,-2.52,31.98,4.64,"8,92%","25,34%",3.9,"2,94%","12,53%",0.0,4487040000.0,1.33,"16,27%",ENAT3.SA
MRSL3,3.3,10.25,0.99,0.883,"0,00%",0.658,2.37,16.32,6.28,17.74,9.5,"5,41%","8,69%",2.78,"4,44%","9,63%",0.0,375151000.0,0.16,"7,10%",MRSL3.SA
TRFO3,4.53,10.32,2.58,0.804,"0,00%",1.039,4.65,5.52,7.37,5.12,5.12,"14,58%","7,80%",1.43,"27,63%","25,01%",0.0,76165000.0,0.26,"16,47%",TRFO3.SA
MTSA4,43.19,10.33,0.82,0.729,"6,37%",0.685,1.1,9.94,1.14,5.97,4.41,"7,34%","7,06%",5.36,"10,55%","7,91%",145436.0,464622000.0,0.03,"2,61%",MTSA4.SA
CXSE3,13.67,10.36,2.92,0.0,"8,38%",2.877,22.59,-320.18,22.64,-310.77,-310.79,"0,00%","0,00%",9.32,"-0,98%","28,22%",66709700.0,14032600000.0,0.0,"0,00%",CXSE3.SA
BESP3,330.0,10.38,2.47,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","23,77%",0.0,5183100000.0,0.0,"1,83%",BESP3.SA
DESK3,8.1,10.39,0.69,0.813,"0,45%",0.262,5.63,2.77,-0.6,5.88,3.53,"29,36%","8,73%",1.37,"10,80%","6,59%",1596390.0,1369920000.0,1.02,"36,71%",DESK3.SA
REDE3,6.55,10.41,3.32,0.765,"6,46%",0.459,6.28,4.01,-0.87,7.81,6.18,"19,08%","10,06%",1.38,"13,45%","31,93%",8771.17,4157530000.0,3.88,"9,06%",REDE3.SA
CALI3,25.0,10.41,1.03,1.821,"1,08%",0.295,0.67,-34.4,173.17,-46.12,-85.06,"-5,29%","16,55%",4.15,"-0,96%","9,93%",0.0,168992000.0,0.66,"17,32%",CALI3.SA
DIRR3,39.2,10.42,3.12,1.903,"9,52%",0.641,1.97,8.6,-1.91,9.04,8.29,"22,14%","20,99%",3.82,"8,95%","29,96%",65814700.0,2178390000.0,0.91,"20,64%",DIRR3.SA
TCOC4,27.2,10.43,1.26,1.558,"0,00%",0.915,2.65,10.14,3.07,7.89,7.89,"15,37%","14,93%",2.53,"13,98%","12,06%",0.0,2812920000.0,0.04,"16,71%",TCOC4.SA
GGBR4,16.91,10.48,0.61,0.503,"3,91%",0.401,1.71,5.26,12.09,6.43,4.28,"9,56%","4,85%",2.64,"9,02%","5,84%",180283000.0,56017100000.0,0.26,"3,73%",GGBR4.SA
BRML3,8.26,10.59,0.57,4.285,"0,00%",0.34,7.6,6.45,-1.08,8.5,7.8,"66,47%","44,71%",2.06,"5,67%","5,42%",0.0,11794400000.0,0.3,"14,50%",BRML3.SA
SMTO3,17.74,10.59,0.88,0.823,"5,19%",0.271,1.59,4.99,-0.67,11.61,3.83,"16,51%","7,77%",2.43,"6,47%","8,31%",31734100.0,6699360000.0,1.63,"12,80%",SMTO3.SA
SLCE3,17.93,10.64,1.62,0.92,"3,05%",0.455,3.39,4.2,-1.71,6.88,5.89,"21,88%","8,83%",1.44,"12,31%","15,21%",38274800.0,4911400000.0,1.29,"13,59%",SLCE3.SA
TRFO4,4.7,10.7,2.68,0.835,"0,00%",1.078,4.82,5.73,7.65,5.33,5.33,"14,58%","7,80%",1.43,"27,63%","25,01%",0.0,76165000.0,0.26,"16,47%",TRFO4.SA
SMLS3,22.4,10.78,4.09,4.212,"0,00%",1.017,18.78,10.37,-6.72,10.13,9.06,"40,62%","39,07%",1.1,"10,69%","37,96%",0.0,679678000.0,0.0,"-22,20%",SMLS3.SA
WEGE4,16.1,10.79,3.18,1.688,"0,00%",1.718,6.49,7.64,8.42,7.36,6.7,"22,11%","16,43%",1.71,"29,21%","29,42%",0.0,21281600000.0,0.15,"19,35%",WEGE4.SA
BESP4,344.0,10.82,2.57,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","23,77%",0.0,5183100000.0,0.0,"1,83%",BESP4.SA
EKTR4,54.22,10.9,4.5,1.098,"9,06%",0.855,16.94,4.58,-1.56,7.55,6.39,"24,00%","10,08%",1.24,"20,97%","41,32%",34469.8,2333000000.0,3.18,"4,88%",EKTR4.SA
KROT11,40.0,10.9,0.86,1.649,"0,00%",0.443,8.22,5.17,-1.82,7.8,5.85,"31,91%","16,76%",1.38,"9,55%","7,90%",0.0,12444500000.0,0.55,"8,79%",KROT11.SA
INTB3,14.55,10.92,1.62,1.028,"3,16%",0.932,2.06,9.75,3.22,10.43,8.59,"10,54%","9,40%",2.77,"13,21%","14,84%",34235900.0,2941250000.0,0.33,"16,91%",INTB3.SA
CIEL3,5.83,11.01,1.72,2.682,"0,00%",0.132,3.44,32.19,-82.31,21.34,10.63,"8,33%","24,36%",1.04,"5,62%","15,59%",0.0,9226870000.0,0.82,"7,54%",CIEL3.SA
PATI3,39.98,11.01,1.22,0.439,"17,96%",0.593,1.48,7.81,2.64,8.2,7.3,"5,62%","3,99%",2.2,"13,75%","11,05%",5193.48,786260000.0,0.59,"0,46%",PATI3.SA
CPLE3,10.91,11.05,1.24,1.407,"6,80%",0.54,6.18,7.84,-1.82,10.9,8.07,"17,96%","12,67%",1.48,"8,01%","11,20%",57822700.0,26272200000.0,0.72,"2,06%",CPLE3.SA
GRNL4,470.0,11.09,1.07,7.231,"0,00%",0.975,8.04,-64.72,15.01,-63.22,-63.22,"-11,17%","65,19%",4.35,"-1,65%","9,69%",0.0,93104000.0,0.05,"21,48%",GRNL4.SA
ODPV3,11.43,11.1,4.57,2.696,"8,08%",2.79,-55.8,8.63,-24.74,7.94,7.41,"31,23%","24,28%",0.85,"42,63%","41,21%",24224100.0,1364460000.0,0.0,"7,25%",ODPV3.SA
ELUM3,36.0,11.12,1.5,0.94,"0,00%",0.886,2.31,14.76,2.51,10.02,10.02,"6,37%","8,46%",2.02,"9,40%","13,47%",0.0,443231000.0,0.08,"8,40%",ELUM3.SA
YDUQ3,12.96,11.12,1.14,0.661,"4,40%",0.361,5.56,4.08,-0.82,9.17,4.72,"16,20%","5,94%",1.36,"10,03%","10,29%",55536800.0,3103980000.0,1.73,"7,76%",YDUQ3.SA
BMGB11,33.6,11.12,1.34,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","12,07%",0.0,3648070000.0,0.0,"-4,45%",BMGB11.SA
PTNT3,8.97,11.18,0.98,0.524,"3,02%",0.405,1.19,12.11,7.0,16.09,7.94,"4,32%","7,21%",2.56,"4,93%","8,77%",2328.05,439823000.0,0.88,"5,58%",PTNT3.SA
RIPI3,48.01,11.23,-28.94,-7.449,"0,00%",7.092,-59.55,-8.79,-16.76,-9.31,-9.31,"84,70%","-66,31%",0.87,"-99,10%","-257,61%",0.0,-49103000.0,-2.44,"5,82%",RIPI3.SA
CZLT33,29.23,11.24,1.39,0.526,"0,00%",0.145,1.87,3.1,-0.29,10.26,4.03,"16,97%","9,14%",1.58,"5,31%","12,36%",0.0,5691680000.0,3.93,"7,88%",CZLT33.SA
RIPI4,48.5,11.35,-29.24,-7.525,"0,00%",7.164,-60.16,-8.88,-16.93,-9.4,-9.4,"84,70%","-66,31%",0.87,"-99,10%","-257,61%",0.0,-49103000.0,-2.44,"5,82%",RIPI4.SA
LUXM3,10.0,11.39,2.65,3.073,"0,00%",1.875,43.79,22.07,-12.93,22.1,11.74,"13,93%","26,99%",1.41,"9,55%","23,24%",0.0,157085000.0,0.12,"5,01%",LUXM3.SA
EBCO4,1.0,11.46,0.8,0.33,"0,00%",0.351,50.21,8.51,-14.31,8.26,8.26,"3,88%","2,90%",1.01,"5,04%","7,00%",0.0,828097000.0,0.02,"6,09%",EBCO4.SA
HAGA3,1.93,11.59,-0.45,0.757,"0,00%",0.342,0.65,-14.67,-0.4,3.21,9.18,"-5,16%","6,53%",2.43,"-9,11%","-3,90%",1848.52,-50773000.0,-0.41,"-6,59%",HAGA3.SA
JOPA3,22.0,11.62,0.39,0.106,"2,88%",0.102,0.32,2.38,1.75,7.91,6.95,"4,48%","1,16%",1.82,"6,40%","3,33%",2114.76,602064000.0,1.99,"6,02%",JOPA3.SA
BMIN3,20.0,11.63,0.69,0.0,"1,77%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","5,94%",93.55,139754000.0,0.0,"17,38%",BMIN3.SA
CURY3,28.8,11.64,7.41,1.953,"4,22%",1.726,4.94,8.28,-18.24,8.02,7.77,"23,59%","18,08%",2.26,"33,08%","63,68%",62313000.0,1133950000.0,1.13,"34,85%",CURY3.SA
TEMP3,4.15,11.64,4.92,0.98,"0,00%",2.014,9.98,10.6,19.39,9.55,7.74,"9,25%","8,42%",1.41,"34,49%","42,27%",0.0,135736000.0,0.23,"-13,11%",TEMP3.SA
NAFG3,64.37,11.8,2.76,1.102,"0,00%",1.153,3.2,7.35,60.48,8.64,6.57,"14,99%","9,28%",2.52,"19,92%","23,42%",0.0,316392000.0,0.81,"9,49%",NAFG3.SA
PSSA3,51.6,11.81,2.41,0.92,"3,38%",0.674,10.68,1.12,-4.09,0.79,0.78,"81,85%","7,92%",1.13,"75,11%","20,39%",108455000.0,13856800000.0,0.0,"18,59%",PSSA3.SA
NAFG4,64.42,11.81,2.76,1.103,"0,00%",1.154,3.2,7.36,60.52,8.65,6.57,"14,99%","9,28%",2.52,"19,92%","23,42%",0.0,316392000.0,0.81,"9,49%",NAFG4.SA
IGTI3,2.43,11.84,1.14,3.979,"2,31%",0.564,2.36,7.14,-2.72,9.74,7.83,"55,73%","33,60%",4.9,"10,65%","9,66%",169780.0,4409240000.0,0.94,"15,79%",IGTI3.SA
BRIT3,3.06,11.85,0.88,1.003,"0,00%",0.339,3.39,7.18,-1.03,12.58,4.16,"13,96%","8,45%",1.54,"6,52%","7,44%",0.0,1557890000.0,1.25,"22,57%",BRIT3.SA
CPLE6,11.7,11.86,1.33,1.509,"6,97%",0.579,6.63,8.4,-1.95,11.47,8.49,"17,96%","12,67%",1.48,"8,01%","11,20%",142553000.0,26272200000.0,0.72,"2,06%",CPLE6.SA
TASA3,6.51,11.89,0.72,0.577,"2,83%",0.357,1.51,8.71,4.67,13.86,9.61,"6,62%","4,85%",1.7,"4,71%","6,01%",73821.5,1268180000.0,0.59,"-9,37%",TASA3.SA
AESL4,10081.9,12.01,1.94,1.011,"0,00%",0.556,18.82,4.69,-1.12,8.14,8.14,"21,58%","8,42%",1.16,"13,01%","16,13%",0.0,5857680000.0,1.56,"8,76%",AESL4.SA
AESL3,10081.9,12.01,1.94,1.011,"0,00%",0.556,18.82,4.69,-1.12,8.14,8.14,"21,58%","8,42%",1.16,"13,01%","16,13%",0.0,5857680000.0,1.56,"8,76%",AESL3.SA
FIBR3,66.3,12.03,2.59,2.01,"7,59%",0.899,9.59,5.13,-2.54,7.17,5.29,"39,18%","16,75%",1.46,"22,95%","21,57%",0.0,14149000000.0,1.46,"22,71%",FIBR3.SA
EBCO3,1.05,12.03,0.84,0.346,"0,00%",0.368,52.72,8.94,-15.02,8.68,8.68,"3,88%","2,90%",1.01,"5,04%","7,00%",0.0,828097000.0,0.02,"6,09%",EBCO3.SA
LEVE4,44.49,12.07,6.8,1.255,"0,00%",1.624,10.51,7.34,-11.09,8.2,7.2,"17,10%","10,40%",1.34,"34,75%","56,36%",0.0,886641000.0,1.16,"14,41%",LEVE4.SA
GMAT3,7.51,12.11,1.69,0.511,"2,86%",0.839,2.3,7.55,6.5,7.82,6.69,"6,77%","4,28%",2.4,"15,07%","13,93%",26618200.0,10013600000.0,0.21,"26,05%",GMAT3.SA
BMKS3,401.99,12.14,0.88,11.676,"8,24%",0.77,1.06,-36.17,1.21,-3.76,-3.85,"-32,28%","96,22%",20.54,"-7,38%","7,29%",27254.5,206593000.0,0.02,"-8,51%",BMKS3.SA
GUAR3,7.93,12.16,0.74,0.402,"0,00%",0.299,1.47,4.64,10.52,5.66,3.12,"8,67%","3,31%",1.49,"7,88%","6,05%",6543010.0,5382710000.0,0.37,"12,60%",GUAR3.SA
CPLE5,12.01,12.17,1.36,1.549,"6,79%",0.595,6.8,8.63,-2.01,11.69,8.66,"17,96%","12,67%",1.48,"8,01%","11,20%",4619.98,26272200000.0,0.72,"2,06%",CPLE5.SA
MPLU3,26.8,12.2,17.37,6.877,"0,00%",2.676,50.65,10.34,66.01,7.71,7.28,"66,52%","56,37%",1.06,"129,57%","142,40%",0.0,250279000.0,0.0,"-18,88%",MPLU3.SA
ANIM3,3.56,12.36,0.61,0.373,"14,74%",0.144,1.2,1.35,-0.3,5.1,3.56,"27,60%","6,42%",2.06,"12,75%","4,91%",25881800.0,2369750000.0,2.27,"23,00%",ANIM3.SA
BPAN4,7.65,12.39,1.28,0.0,"3,16%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","10,34%",13636700.0,7575030000.0,0.0,"3,87%",BPAN4.SA
EPAR3,4.79,12.4,1.3,10.094,"38,36%",1.031,4.44,-11.04,24.46,-8.82,-11.17,"-91,39%","81,38%",13.71,"-11,84%","10,50%",25752.6,54645000.0,0.0,"-63,08%",EPAR3.SA
AMPI3,55.0,12.41,2.74,0.247,"0,00%",0.177,5.68,0.98,-0.68,1.99,1.73,"25,18%","15,11%",1.12,"21,22%","22,09%",0.0,240799000.0,4.48,"14,12%",AMPI3.SA
BPAC11,39.68,12.45,2.55,0.0,"1,14%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","20,45%",316556000.0,59778600000.0,0.0,"31,59%",BPAC11.SA
HBTS5,28.06,12.47,0.4,3.699,"21,02%",0.159,4.86,-4.32,-0.33,-8.21,-8.46,"-85,56%","29,65%",1.37,"-3,80%","3,17%",4194.02,647667000.0,0.43,"-8,46%",HBTS5.SA
FLRY3,14.39,12.55,1.51,1.01,"7,07%",0.593,3.0,6.56,-2.4,9.09,5.45,"15,40%","7,84%",2.29,"11,85%","12,01%",42502200.0,5226800000.0,1.05,"26,79%",FLRY3.SA
KLBN4,3.69,12.62,2.64,1.136,"6,35%",0.397,3.58,4.98,-0.69,11.46,5.84,"22,82%","10,13%",1.96,"9,58%","20,94%",6784790.0,8626520000.0,4.19,"9,49%",KLBN4.SA
JOPA4,24.0,12.67,0.42,0.116,"2,90%",0.112,0.34,2.59,1.91,8.12,7.14,"4,48%","1,16%",1.82,"6,40%","3,33%",0.0,602064000.0,1.99,"6,02%",JOPA4.SA
TMGC7,800.01,12.68,1.63,1.164,"0,00%",1.12,6.77,17.85,11.96,16.52,16.52,"6,52%","9,18%",1.69,"8,73%","12,83%",0.0,1167010000.0,0.05,"10,49%",TMGC7.SA
MELK3,3.36,12.73,0.64,0.687,"34,95%",0.278,0.56,10.89,1.05,10.88,10.25,"6,31%","11,46%",2.78,"3,06%","5,03%",1433430.0,1083040000.0,0.32,"14,19%",MELK3.SA
KLBN11,18.62,12.74,2.67,1.146,"6,30%",0.4,3.62,5.02,-0.69,11.51,5.87,"22,82%","10,13%",1.96,"9,58%","20,94%",90895800.0,8626520000.0,4.19,"9,49%",KLBN11.SA
MGLU3,7.5,12.78,0.49,0.145,"4,07%",0.156,1.83,3.07,-0.9,4.65,2.68,"4,73%","1,14%",1.2,"7,25%","3,82%",258587000.0,11357900000.0,0.4,"3,80%",MGLU3.SA
MNPR3,26.13,12.78,-0.62,0.511,"0,00%",0.488,-0.5,2.83,-0.4,2.83,2.5,"18,04%","4,01%",0.37,"18,17%","-4,83%",34525.1,-300501000.0,0.0,"7,20%",MNPR3.SA
ENMT4,59.0,12.85,3.21,1.561,"4,70%",0.902,9.14,7.51,-2.04,10.92,9.11,"20,78%","12,15%",1.56,"14,07%","25,01%",1560.79,4019070000.0,1.83,"9,13%",ENMT4.SA
MERC4,9.5,12.92,0.67,0.0,"5,57%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","5,19%",0.0,581333000.0,0.0,"11,17%",MERC4.SA
AVIL3,0.93,12.97,4.16,2.338,"0,00%",2.227,3.89,10.0,9.02,9.4,9.4,"23,38%","18,01%",5.14,"40,99%","32,03%",0.0,1106590000.0,0.52,"1,74%",AVIL3.SA
KLBN3,3.8,13.0,2.72,1.17,"6,17%",0.409,3.69,5.13,-0.71,11.61,5.92,"22,82%","10,13%",1.96,"9,58%","20,94%",1479060.0,8626520000.0,4.19,"9,49%",KLBN3.SA
DXTG4,3.68,13.02,1.32,0.675,"0,00%",0.689,2.44,6.26,7.48,6.33,6.33,"10,78%","6,60%",2.77,"12,31%","10,10%",0.0,768999000.0,0.04,"8,30%",DXTG4.SA
SFSA4,4.4,13.1,0.82,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","6,25%",0.0,739524000.0,0.0,"0,15%",SFSA4.SA
GETI3,14.45,13.19,3.44,1.916,"0,00%",1.314,-15.63,6.98,-3.19,8.2,6.76,"27,43%","14,52%",0.71,"22,70%","26,09%",0.0,1601130000.0,0.86,"13,39%",GETI3.SA
GETI4,14.46,13.2,3.44,1.917,"0,00%",1.315,-15.64,6.99,-3.2,8.2,6.76,"27,43%","14,52%",0.71,"22,70%","26,09%",0.0,1601130000.0,0.86,"13,39%",GETI4.SA
CEAB3,16.59,13.26,1.57,0.656,"2,31%",0.551,5.09,5.17,-3.08,5.09,4.05,"12,68%","4,95%",1.3,"16,89%","11,82%",49824600.0,3262550000.0,0.44,"17,48%",CEAB3.SA
UGPA4,27.1,13.35,1.99,0.222,"0,00%",0.801,4.82,5.72,-4.15,8.05,6.52,"3,87%","1,78%",1.76,"16,79%","14,90%",0.0,15195500000.0,0.99,"11,02%",UGPA4.SA
ALOS3,21.26,13.39,0.86,4.205,"5,15%",0.434,4.48,8.69,-1.37,6.37,4.36,"48,36%","35,07%",2.87,"5,66%","6,42%",89074500.0,13432600000.0,0.0,"42,66%",ALOS3.SA
RGEG3,3.0,13.42,1.6,0.77,"0,00%",0.609,-98.28,6.23,-1.76,10.04,11.7,"12,36%","5,74%",0.98,"11,69%","11,90%",0.0,1915180000.0,1.15,"10,09%",RGEG3.SA
PORT3,17.57,13.55,2.82,2.538,"6,32%",1.19,57.55,8.39,-3.06,10.7,7.88,"30,26%","18,94%",1.12,"16,07%","20,81%",18921900.0,2747140000.0,0.99,"4,93%",PORT3.SA
NATU3,9.14,13.67,1.37,0.569,"0,00%",0.635,1.95,4.07,5.03,3.9,3.17,"13,99%","4,16%",1.97,"24,75%","10,04%",18416500.0,9154310000.0,0.27,"4,07%",NATU3.SA
FESA3,12.06,13.72,1.27,1.871,"3,77%",0.983,3.77,20.56,6.06,18.21,7.93,"9,10%","13,65%",3.09,"6,16%","9,23%",1663.9,3363440000.0,0.1,"3,25%",FESA3.SA
EQTL3,33.93,13.78,1.59,0.902,"2,32%",0.368,8.26,4.31,-0.73,8.75,7.1,"20,96%","8,26%",1.24,"9,80%","11,53%",243172000.0,26784000000.0,2.03,"27,09%",EQTL3.SA
TEND3,21.33,13.95,2.41,0.768,"0,80%",0.509,1.97,5.96,-2.63,6.97,6.02,"12,89%","5,08%",1.77,"10,28%","17,30%",39765900.0,1083720000.0,0.95,"8,50%",TEND3.SA
VAMO3,3.95,13.96,1.72,0.992,"6,94%",0.191,1.57,1.55,-0.3,5.88,4.53,"63,87%","7,10%",1.86,"16,24%","12,29%",65537000.0,2488240000.0,6.58,"27,75%",VAMO3.SA
ARCE3,54.0,14.01,2.6,2.461,"0,00%",1.726,11.33,8.89,102.03,9.07,9.07,"27,70%","19,46%",1.97,"22,04%","18,59%",0.0,13495400000.0,0.17,"48,47%",ARCE3.SA
BMOB3,21.34,14.19,1.57,1.192,"6,27%",1.122,2.72,14.8,2.95,10.58,6.83,"8,05%","8,45%",2.65,"12,67%","11,07%",8274230.0,1163230000.0,0.0,"58,78%",BMOB3.SA
PNVL3,9.21,14.22,1.11,0.278,"3,94%",0.436,1.63,8.42,-9.83,14.6,6.32,"3,31%","1,96%",1.9,"6,55%","7,82%",4107820.0,1245830000.0,0.98,"15,22%",PNVL3.SA
SOJA3,10.53,14.25,1.06,0.749,"2,82%",0.41,0.8,9.37,1.41,9.09,7.42,"7,99%","8,89%",3.46,"7,40%","7,42%",4801770.0,1347510000.0,0.63,"33,84%",SOJA3.SA
TMGC11,900.0,14.26,1.83,1.309,"0,00%",1.26,7.62,20.08,13.46,18.75,18.75,"6,52%","9,18%",1.69,"8,73%","12,83%",0.0,1167010000.0,0.05,"10,49%",TMGC11.SA
ENMT3,65.9,14.35,3.59,1.743,"4,21%",1.008,10.21,8.39,-2.28,11.8,9.84,"20,78%","12,15%",1.56,"14,07%","25,01%",20287.6,4019070000.0,1.83,"9,13%",ENMT3.SA
TNCP4,182.6,14.42,2.49,3.091,"0,00%",1.696,52.65,11.85,-22.3,11.88,8.72,"26,08%","21,44%",1.15,"16,48%","17,29%",0.0,13081500000.0,0.09,"97,79%",TNCP4.SA
LREN3,17.42,14.44,1.8,1.249,"4,10%",1.0,4.36,5.83,7.81,5.45,3.9,"21,43%","8,65%",1.67,"20,56%","12,45%",233333000.0,10265800000.0,0.04,"17,31%",LREN3.SA
B3SA3,13.07,14.54,3.66,6.395,"2,32%",1.487,8.05,10.78,-6.05,10.84,10.22,"59,30%","43,97%",2.13,"20,28%","25,18%",532301000.0,18794600000.0,0.79,"1,60%",B3SA3.SA
TNCP3,184.85,14.59,2.52,3.129,"0,00%",1.717,53.3,12.0,-22.58,12.03,8.83,"26,08%","21,44%",1.15,"16,48%","17,29%",0.0,13081500000.0,0.09,"97,79%",TNCP3.SA
IGTI11,20.99,14.62,1.41,4.91,"1,87%",0.696,2.91,8.81,-3.36,11.41,9.17,"55,73%","33,60%",4.9,"10,65%","9,66%",59701100.0,4409240000.0,0.94,"15,79%",IGTI11.SA
ABEV3,13.4,14.64,2.23,2.304,"6,89%",1.434,50.2,10.43,-25.53,9.58,7.17,"22,09%","16,20%",1.11,"19,19%","15,27%",353551000.0,94528300000.0,0.03,"8,67%",ABEV3.SA
KSSA3,5.33,14.66,1.4,0.916,"0,00%",0.406,1.72,5.62,6.73,12.3,12.3,"16,31%","8,42%",1.47,"7,67%","9,58%",0.0,553026000.0,1.8,"40,68%",KSSA3.SA
ELUM4,47.9,14.79,1.99,1.251,"0,00%",1.178,3.07,19.64,3.34,14.9,14.9,"6,37%","8,46%",2.02,"9,40%","13,47%",0.0,443231000.0,0.08,"8,40%",ELUM4.SA
GGPS3,14.59,14.83,2.69,0.625,"2,21%",0.682,2.25,8.21,-3.16,9.85,7.31,"7,62%","4,27%",2.34,"11,01%","18,15%",44359000.0,3670500000.0,1.38,"28,44%",GGPS3.SA
TCOC3,38.85,14.9,1.8,2.225,"0,00%",1.307,3.78,14.48,4.39,12.23,12.23,"15,37%","14,93%",2.53,"13,98%","12,06%",0.0,2812920000.0,0.04,"16,71%",TCOC3.SA
RDCD3,35.16,15.07,14.74,7.936,"0,00%",0.925,21.14,13.4,22.7,14.25,14.26,"59,23%","52,65%",1.05,"6,97%","97,78%",0.0,1605520000.0,1.04,"12,16%",RDCD3.SA
MDIA3,24.94,15.09,1.06,0.869,"2,21%",0.66,2.67,9.87,7.93,9.9,6.86,"8,80%","5,76%",2.15,"9,05%","7,04%",14494700.0,7956180000.0,0.29,"9,13%",MDIA3.SA
PGMN3,3.53,15.16,0.81,0.167,"6,55%",0.254,1.72,3.55,-1.44,5.64,3.07,"4,72%","1,11%",1.41,"9,50%","5,32%",3003320.0,2722920000.0,0.52,"18,07%",PGMN3.SA
STBP3,13.91,15.17,19.78,3.826,"18,72%",2.269,2048.85,8.87,-3.14,10.53,8.79,"43,12%","25,23%",1.01,"28,45%","130,43%",46385100.0,607731000.0,4.32,"29,67%",STBP3.SA
BOAS3,7.95,15.22,1.83,4.929,"0,00%",1.699,3.34,25.6,3.54,18.69,8.52,"19,25%","32,39%",12.37,"12,76%","12,04%",0.0,2298770000.0,0.0,"10,99%",BOAS3.SA
TMGC13,966.14,15.31,1.96,1.406,"0,00%",1.353,8.18,21.56,14.45,20.23,20.23,"6,52%","9,18%",1.69,"8,73%","12,83%",0.0,1167010000.0,0.05,"10,49%",TMGC13.SA
