Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a,TickerYahoo
HETA3,96.0,55.51,-0.14,11.685,"0,00%",3.969,-14.03,12.55,-0.14,95.75,95.75,"93,10%","21,05%",0.32,"31,86%","-0,25%",0.0,-350747000.0,-0.93,"25,18%",HETA3.SA
BRAV3,18.65,55.81,0.78,0.902,"0,00%",0.2,4.19,4.47,-0.35,11.36,6.42,"20,17%","1,56%",1.4,"5,31%","1,39%",151652000.0,11151200000.0,1.59,"126,47%",BRAV3.SA
BSEV3,9.0,56.31,-10.76,0.889,"0,00%",0.776,-1.59,4.4,-1.02,7.59,3.7,"20,19%","1,58%",0.39,"20,66%","-19,12%",0.0,-853187000.0,-8.95,"7,12%",BSEV3.SA
GVTT3,57.7,57.38,3.68,4.312,"0,00%",2.268,21.82,25.92,-18.43,26.65,26.65,"16,64%","7,52%",1.66,"10,32%","6,42%",0.0,2150790000.0,0.24,"31,47%",GVTT3.SA
CSAB3,30.5,58.43,1.11,312.32,"0,00%",0.566,0.0,18.86,0.0,0.0,0.0,"1.656,27%","534,53%",0.0,"0,00%","1,89%",0.0,211654000.0,0.0,"-17,83%",CSAB3.SA
AEDU3,18.35,59.34,3.32,4.141,"0,00%",2.159,17.0,41.06,-21.55,43.27,29.01,"10,08%","6,98%",2.04,"5,77%","5,60%",0.0,2415400000.0,0.3,"20,90%",AEDU3.SA
SUBA3,84.0,61.95,8.39,8.067,"0,00%",6.778,8.03,115.78,8.09,106.17,106.17,"6,97%","13,02%",5.55,"19,11%","13,54%",0.0,530396000.0,0.0,"0,00%",SUBA3.SA
FLCL3,11.5,63.21,13.08,3.682,"0,00%",2.437,33.94,33.56,-5.08,39.46,39.46,"10,97%","5,83%",1.27,"9,09%","20,69%",0.0,396319000.0,3.06,"-2,72%",FLCL3.SA
PRNR3,15.07,67.82,2.05,0.562,"0,34%",0.498,1.81,7.22,-2.73,10.42,6.6,"7,78%","2,31%",1.96,"9,61%","3,02%",4634000.0,343979000.0,1.95,"48,80%",PRNR3.SA
FLCL5,12.5,68.7,14.22,4.003,"0,00%",2.649,36.89,36.48,-5.52,42.38,42.38,"10,97%","5,83%",1.27,"9,09%","20,69%",0.0,396319000.0,3.06,"-2,72%",FLCL5.SA
LWSA3,3.95,68.72,0.82,1.599,"1,80%",0.56,11.52,18.19,31.79,14.97,7.18,"8,79%","2,33%",1.17,"3,53%","1,19%",25462400.0,2736470000.0,0.03,"25,55%",LWSA3.SA
BRIV4,12.54,70.08,0.66,0.0,"2,61%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,95%",0.0,1671490000.0,0.0,"-44,72%",BRIV4.SA
MNDL3,18.6,70.97,1.15,0.186,"0,00%",0.13,-1.34,1.83,-0.28,6.58,5.69,"10,15%","0,26%",0.81,"7,63%","1,62%",23522.2,160158000.0,3.0,"14,29%",MNDL3.SA
USIM6,8.0,71.34,0.41,0.378,"0,00%",0.246,0.71,10.68,2.17,12.02,5.19,"3,54%","1,15%",4.26,"2,98%","0,58%",95.24,24175800000.0,0.32,"3,76%",USIM6.SA
DAGB33,375.0,71.75,1.6,0.64,"0,00%",0.51,15.24,11.87,-1.27,19.35,30.65,"5,39%","1,67%",1.17,"4,96%","2,24%",0.0,12597300000.0,1.18,"32,08%",DAGB33.SA
BRIV3,12.86,71.86,0.68,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,95%",0.0,1671490000.0,0.0,"-44,72%",BRIV3.SA
CTPC3,0.2,76.36,1.08,0.0,"0,00%",0.097,0.0,-16.86,0.0,-18.75,-18.75,"0,00%","0,00%",0.0,"0,00%","1,41%",0.0,2411000.0,0.0,"-6,10%",CTPC3.SA
RLOG3,23.08,82.76,4.26,1.534,"0,00%",0.229,1.49,5.32,-0.5,12.43,6.68,"28,85%","7,07%",2.64,"5,36%","5,15%",0.0,2507240000.0,9.08,"8,76%",RLOG3.SA
LCAM3,24.15,85.61,4.03,7.356,"0,00%",3.587,12.37,90.7,16.0,85.88,24.56,"8,11%","8,59%",7.55,"5,29%","4,71%",0.0,15093300000.0,0.04,"13,37%",LCAM3.SA
LAND3,10.3,93.36,1.36,13.398,"0,70%",1.037,-66.78,26.27,-5.99,28.86,26.55,"51,00%","14,35%",0.8,"3,97%","1,46%",403339.0,729614000.0,0.14,"-7,03%",LAND3.SA
CSAB4,48.97,93.81,1.78,501.453,"0,00%",0.909,0.0,30.28,0.0,0.0,0.0,"1.656,27%","534,53%",0.0,"0,00%","1,89%",0.0,211654000.0,0.0,"-17,83%",CSAB4.SA
HGTX3,37.5,101.99,3.57,4.178,"0,00%",2.48,7.5,105.87,9.93,106.77,42.5,"3,95%","4,10%",2.47,"3,00%","3,51%",0.0,1704940000.0,0.12,"-4,62%",HGTX3.SA
PQUN3,15.44,104.31,1.88,0.545,"0,00%",0.523,7.57,19.5,-0.97,40.25,40.25,"2,80%","0,52%",1.61,"3,02%","1,81%",0.0,858692000.0,2.28,"5,19%",PQUN3.SA
PQUN4,15.44,104.31,1.88,0.545,"0,00%",0.523,7.57,19.5,-0.97,40.25,40.25,"2,80%","0,52%",1.61,"3,02%","1,81%",0.0,858692000.0,2.28,"5,19%",PQUN4.SA
MLFT4,22.39,109.13,10.55,36.664,"0,00%",5.195,21.74,65.79,-25.09,68.39,54.93,"55,73%","33,60%",4.9,"10,65%","9,66%",0.0,4409240000.0,0.94,"15,79%",MLFT4.SA
TMAR6,42.01,112.59,0.71,0.519,"0,00%",0.181,1.49,4.04,-0.5,8.29,3.21,"12,84%","-0,42%",1.62,"5,78%","0,63%",0.0,20448500000.0,1.38,"14,80%",TMAR6.SA
TMAR5,42.67,114.35,0.72,0.527,"0,00%",0.184,1.51,4.1,-0.51,8.35,3.24,"12,84%","-0,42%",1.62,"5,78%","0,63%",0.0,20448500000.0,1.38,"14,80%",TMAR5.SA
NETC3,38.5,123.1,2.12,1.29,"0,00%",1.074,-33.02,10.82,-2.96,12.15,5.27,"11,93%","1,55%",0.8,"10,95%","1,72%",0.0,6812390000.0,0.28,"66,63%",NETC3.SA
TELB4,7.32,123.49,0.47,1.522,"0,00%",0.167,0.42,-2.22,-0.94,1.98,17.96,"-68,46%","1,23%",6.45,"-11,78%","0,38%",39636.4,1467590000.0,0.01,"14,29%",TELB4.SA
QUAL3,1.65,124.4,0.36,0.303,"0,33%",0.106,3.4,0.89,-0.35,2.55,1.49,"33,88%","0,80%",1.08,"18,47%","0,29%",3403260.0,1297730000.0,1.49,"-7,32%",QUAL3.SA
NETC4,40.0,127.89,2.2,1.34,"0,00%",1.116,-34.31,11.24,-3.08,12.57,5.45,"11,93%","1,55%",0.8,"10,95%","1,72%",0.0,6812390000.0,0.28,"66,63%",NETC4.SA
PRBC4,14.54,134.8,34.32,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","25,46%",0.0,1380230000.0,0.0,"5,52%",PRBC4.SA
ORVR3,47.88,158.53,5.96,4.922,"0,00%",1.359,10.83,18.54,-2.82,24.67,14.62,"26,54%","4,36%",1.93,"8,66%","3,76%",21351900.0,771834000.0,2.5,"26,32%",ORVR3.SA
TMAR3,62.0,166.16,1.04,0.765,"0,00%",0.268,2.2,5.96,-0.74,10.21,3.96,"12,84%","-0,42%",1.62,"5,78%","0,63%",0.0,20448500000.0,1.38,"14,80%",TMAR3.SA
TIMS3,19.86,172.82,1.97,161.272,"8,30%",0.852,-27.15,307.29,-2.53,292.47,309.99,"52,48%","93,32%",0.88,"0,34%","1,14%",136530000.0,24455500000.0,0.12,"-54,42%",TIMS3.SA
ROMI4,185.0,188.59,14.11,13.203,"0,00%",6.869,21.3,235.25,81.22,242.46,128.29,"5,61%","7,08%",2.17,"3,39%","7,48%",0.0,1221270000.0,0.63,"-0,39%",ROMI4.SA
TELB3,12.2,205.82,0.78,2.537,"0,00%",0.278,0.7,-3.71,-1.57,0.5,4.55,"-68,46%","1,23%",6.45,"-11,78%","0,38%",30760.9,1467590000.0,0.01,"14,29%",TELB3.SA
POSI3,4.26,206.59,0.38,0.177,"6,43%",0.143,0.43,2.67,3.61,6.1,4.76,"6,62%","0,24%",2.03,"6,99%","0,18%",4382460.0,1607650000.0,0.77,"7,83%",POSI3.SA
BIDI3,3.4,225.51,1.06,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,47%",0.0,8348550000.0,0.0,"37,00%",BIDI3.SA
BIDI4,3.41,226.17,1.06,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,47%",0.0,8348550000.0,0.0,"37,00%",BIDI4.SA
BIDI11,10.4,229.93,1.08,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,47%",0.0,8348550000.0,0.0,"37,00%",BIDI11.SA
GUAR4,151.0,231.59,14.0,7.656,"0,00%",5.695,27.91,88.31,200.34,89.33,49.2,"8,67%","3,31%",1.49,"7,88%","6,05%",0.0,5382710000.0,0.37,"12,60%",GUAR4.SA
ELEV3,24.3,312.39,3.22,0.688,"0,00%",0.954,5.75,37.19,-5.18,51.41,51.41,"1,85%","0,27%",1.47,"3,01%","1,03%",0.0,489356000.0,1.35,"3,69%",ELEV3.SA
RHDS4,1.0,363.45,29.5,4.977,"0,00%",7.182,-593.56,68.11,-24.55,71.32,53.72,"7,31%","1,17%",0.97,"11,80%","8,12%",0.0,272045000.0,1.49,"4,38%",RHDS4.SA
UBBR4,7.49,610.27,1.99,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,33%",0.0,10317200000.0,0.0,"10,58%",UBBR4.SA
SRNA3,11.79,1197.91,1.35,1.598,"0,00%",0.355,15.53,6.24,-0.62,15.36,9.17,"25,62%","0,14%",1.16,"6,17%","0,11%",69676700.0,5443630000.0,2.2,"35,93%",SRNA3.SA
UBBR11,14.75,1201.81,3.91,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,33%",0.0,10317200000.0,0.0,"10,58%",UBBR11.SA
UBBR3,18.0,1466.61,4.77,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,33%",0.0,10317200000.0,0.0,"10,58%",UBBR3.SA
AURE3,9.42,1701.27,0.75,1.029,"0,61%",0.189,2.87,6.81,-0.37,20.56,12.87,"15,12%","0,75%",1.45,"3,23%","0,04%",38877200.0,13251500000.0,1.97,"39,77%",AURE3.SA
